name,address,user_id,rating,review,cafe
르솔레이,연희동,1hepk7q,5.0,먹어본 마들렌 중 제일 맛있는 듯,르솔레이 연희동
소울메이트,연남동,1hepk7q,4.0,"케이크 이쁘게 생겼는데 맛도 있음
음료도 생각보다 엄청 맛있고 카페 분위기도 괜찮는 듯 후식으로 무난하게 먹기 좋다",소울메이트 연남동
어나더룸,연남동,1hepk7q,4.0,크로플 진짜진짜 맛있는데... 너무 비쌈 ㅠ,어나더룸 연남동
위아소울메이트,연남동,1hepk7q,4.0,"케이크 이쁘게 생겼는데 맛도 있음
음료도 생각보다 엄청 맛있고 카페 분위기도 괜찮는 듯 후식으로 무난하게 먹기 좋다",위아소울메이트 연남동
피르마,신사동,1hepk7q,4.0,"도넛 완전 맛있음 특히 티라미수도넛이 베스트 근데 가격 너무 비싸고 도넛 크기 생각보다 작아서 당황함ㅋㅋ 4입이면 끝나는 도넛 가격이 하나에 5천원,,, 그래도 맛있어서 근처가면 또 먹을 거 같음 음료는 가격대비 ㅂㄹㅠ",피르마 신사동
맷카페,논현동,1hgtrak,1.0,"가격이 비싸면 소비자에게 그에 맞는 만족을 제시해야 해야 가격에 동의할 수 있는데,  
다른 가게들의 두배가 넘는 가격에 비해 맛, 서비스, 분위기 어느 하나도 두 배이상의 가치를 제공하지 못하는 '질소만 가득한 과대포장된 과자'같은 가게

에스프레소 5800원,라떼 9300원,캐럿케이크12000원
근데 이 맛 맞아?
더보기",맷카페 논현동
이로리로스터스,잠실동,1hgtrak,5.0,"커피에 신경을 많이 쓰는게 느껴져요.
바닐라 파운드 케이크도 잘먹고 갑니다",이로리로스터스 잠실동
민트하임 홍대점,서교동,1hj2821,3.0,배달시켰는데 제 입에는 그냥저냥했어요,민트하임 홍대점 서교동
사이드테이블,연남동,1hj2821,5.0,"완전 좋아요 여기
연남동 오면 꼭 가요!",사이드테이블 연남동
팔공티 서대문역점,충정로2가,1hj2821,5.0,"사장님 정말 친절하세요
그리고 지금도 하는지는 모르겠는데 쿠폰도 잔당 하나씩이어서 너무 좋아요",팔공티 서대문역점 충정로2가
계단집,회현동1가,1hj2fli,5.0,ㄹㅇ 맛집... 인스타 샐럽들 다니는 거 같이 생겼는데 친근한 이웃 아주머니들께서 하시는 곳. 동네 주민이었다면 자주 다녔을듯,계단집 회현동1가
리플렉트,서초동,1hj2fli,5.0,"안녕 헤이즐 못 먹어본 사람들 다 먹을 수 있게 해주세요. 대존맛..
커피 알바만 2년 넘게 해본 사람인데 여기 안녕 헤이즐 만큼 맛난 커피는 먹어본적도 만들어본적도 없어요.",리플렉트 서초동
카멜롯 서초점,서초동,1hj2fli,5.0,맛은 놀랍지 않은 그냥그런 커피지만 친절하셔서 자주 갑니다. 그리구 마카롱이 존맛이에요. 팬텀 개존맛,카멜롯 서초점 서초동
디저트39 강동역점,성내동,1hjbi3d,1.0,"주인인지 점장인지 아줌마 직원분 음료 만들때 마스크 안쓰셔서 좀 그랫어요.. 신규직원 교육 하느라 그런지 음료도 오래걸렸어요..
마스크안쓴거 찝찝해서 다신 가기 싫어요",디저트39 강동역점 성내동
바하마스,길동,1hjbi3d,5.0,"오픈때부터 너무 좋아서 자주와요
커피 너무 맛있고, 분위기랑 음악도 너무너무 취저..
사장님들이 진짜 친절하세요 주말엔 웨이팅까지 생겨 버렸는데, 나만 알고 싶은 유일한 최애카페♡ 

+2/24 초콜릿쿠키 진짜 꼭!! 꼭!! 꼭드세여:)
더보기",바하마스 길동
나따오비까 대치점,대치동,1hl1uoq,1.0,"가본타르트 왜 유명한지 잘 모르겠음 
되게 작기도 하고 별로 맛도 없고 재구매 의사 없다
그리고 매장 청소상태 진짜 별로라서 오래 앉아있기도 불편하고 음악도 너무 시끄러워서 좀 아닌것같음",나따오비까 대치점 대치동
이디야커피 대치역점,대치동,1hl1uoq,1.0,"목요일 낮 즈음에 일하시는 여성직원 분 정말 아예 알바가 처음이신 것 같은데, 음료 진짜 너무 맛없게 만드셔서
매뉴얼의 존재의의가 싹싹없어짐
이렇게 밍밍하고 물이랑 얼음밖에 없는 프로틴밀크 처음,,,",이디야커피 대치역점 대치동
이디야커피 한티역점,대치동,1hl1uoq,1.0,"목요일 낮 즈음에 일하시는 여성직원 분 정말 아예 알바가 처음이신 것 같은데, 음료 진짜 너무 맛없게 만드셔서
매뉴얼의 존재의의가 싹싹없어짐
이렇게 밍밍하고 물이랑 얼음밖에 없는 프로틴밀크 처음,,,
더보기",이디야커피 한티역점 대치동
카페 라떼떼대치점,대치동,1hl1uoq,1.0,"주문 진짜 느리게 나오고
손님 앞에 놔두고 대놓고 배달주문이랑 설거지부터 한참 하고있는 모습 잘 봤습니다
튿히 토스트 하나 시켰는데 40분 걸리는 거 보면서 재구매 의사 정말 없어짐",카페 라떼떼대치점 대치동
로이터커피셸터,필동3가,1hlvklr,4.0,,로이터커피셸터 필동3가
얌커피,자양동,1hlvklr,5.0,"사장님도 친절하시고, 커피 맛있습니다.",얌커피 자양동
프롤라,성수동2가,1hlvklr,5.0,굿,프롤라 성수동2가
카페 디자이너리,신림동,1hoov1f,4.0,"시설이랑 이런건 좋은데... 서비스는 조금 아쉽네요~!
조금더 좋게 해주셨으면 좋겠어요~",카페 디자이너리 신림동
카페노티드 안국점,재동,1hoov1f,4.0,그냥 보통~~괜찮은듯 해용,카페노티드 안국점 재동
구테로이테,수유동,1hosmnc,5.0,개인적인 생각으로는 수유역 근처에서 카페를 찾는다면 단연코 이곳이어야만 한다고 생각할 정도인 곳입니다.,구테로이테 수유동
잠바주스 코엑스점,삼성동,1hosmnc,4.0,스무디를 좋아하기에 종종 찾는 곳인데 매장 안 시설이 오래돼서 이제는 좀 교체했으면 좋겠다.,잠바주스 코엑스점 삼성동
누커리,면목동,1hq3dov,5.0,틀어주시는 노래도 좋고 분위기 아늑하고 좋습니다. 잘 쉬다 갑니다.,누커리 면목동
포케올데이 서울대입구점,봉천동,1hq3dov,5.0,샐러드 안좋아하는 친구까지 섭외할 정도로 여긴 꼭 먹어봐야합니당,포케올데이 서울대입구점 봉천동
가비아노,동숭동,1hroqef,5.0,오레오 쉐이크랑 와플 진짜 맛있어요ㅠ 분위기 너무 좋고 풍경도 예쁘고 직원분들도 친절하시고 앞으로 댕로 공연보러 올때마다 여기로 오려구여 가비아노 유명해져 아니 유명해지지마ㅠㅠ나만 올꺼야ㅠㅠ,가비아노 동숭동
스타벅스 동숭로아트점,동숭동,1hroqef,5.0,"커피 엄청빨리나와용 패스트푸드인줄
공휴일인데 자리 있어서 넘나 햅삐:)
여직원분 친절하세용",스타벅스 동숭로아트점 동숭동
나리당,사당동,1hscoai,5.0,"마카롱 종류 맛있는데 파인애플요거트마카롱인가? 그거 완전 맛있고, 쑥치즈다쿠아즈 인절미볼도 맛있어요.",나리당 사당동
카페 천국신림점,신림동,1hscoai,5.0,"와플 크로플 핫치킨그릴샌드위치 커스터드크로칸슈 맛있어요
생크림 양을 많이 주심ㅋㅋㅋ",카페 천국신림점 신림동
구테로이테,수유동,1ht09b9,5.0,"처음 방문하고 너무 좋아서  매일 가고 있습니다 
커피"" 도 맛나고 디저트도 맛나고 다만""살짝 

단점은~사이드 좌석을 바라보고 있는 벽면에 
              스크린 (영화) ""빔""젝트 같은걸루 
영상을 제공하시면  정말 대박일거 같습니다 

바라보는 벽""면 활용 하셨으면 좋겠습니다 
            작은 소극장 ""역할도 가능할거 같네여 
그리고  실내 공기가 너무 좋네여 ^^
더보기",구테로이테 수유동
메가엠지씨커피 수유사거리점,수유동,1ht09b9,5.0,"커피 가격 양""가성비 쩔어요 
커피맛도 좋습니다~~ 퇴근하면서 항상들려 한잔
하고 가는 집임 매장 분위기도 괜찮습니다",메가엠지씨커피 수유사거리점 수유동
메가엠지씨커피4.19사거리점,수유동,1ht09b9,5.0,"커피""가성비 짱임",메가엠지씨커피4.19사거리점 수유동
메가엠지씨커피가 오리역점,수유동,1ht09b9,1.0,"손님 물어봐도 대꾸도 안함 
혹시나 해서 또 물어 봤음 씹힘 
그리고 ""아이스 아메리카노 양이 ""다른 매장에 비해서 
현저히 적다 ㅋㅋㅋㅋㅋㅋ
 별 한개도 아까운 매장 

번동점 ""메가커피 "" 사진 보시고 반성하시길
더보기",메가엠지씨커피가 오리역점 수유동
오커피랩,수유동,1ht09b9,5.0,흡연실 있어서 너무 좋아요,오커피랩 수유동
와플대학 수유캠퍼스,수유동,1ht09b9,2.0,"테이블 없어서 무지 아쉽네요 ㅜ.ㅜ  상권 좋은곳에
포장만 되니 ㅜ.ㅜ그게 단점임",와플대학 수유캠퍼스 수유동
청수당,익선동,1ht09b9,1.0,"가격""너무 했네요 ~~",청수당 익선동
태극당 인사점,관훈동,1ht09b9,1.0,"가격""실화냐 ㅋㅋㅋㅋㅋ롤케익 가격 정말 너무 했다 
ㅋㅋㅋㅋㅋㅋㅋ",태극당 인사점 관훈동
투썸플레이스 CGV수유,수유동,1ht09b9,1.0,"남자직원 불친절 .가격 양""전부 실패 한곳 
돈 아까워 근처에서 마셔요 ㅋㅋㅋㅋ",투썸플레이스 CGV수유 수유동
투썸플레이스 수유사거리점,수유동,1ht09b9,1.0,"가격거품이 너무 심하고 ~cj""혜택도 사라짐",투썸플레이스 수유사거리점 수유동
943킹스크로스,서교동,1hu4fml,5.0,Honestly don’t get why it has so many negative reviews. Personally loved the whole experience. A perfect recreation of the HP universe and the staff there were very kind as well. Not a lotta people on weekdays so you almost have the whole floor to yourself if you’re lucky,943킹스크로스 서교동
스플릿세컨드,연희동,1hu4fml,5.0,THE CAT IS TOO ADORABLE 10/10,스플릿세컨드 연희동
우드베어망원,망원동,1hu4fml,5.0,A wholesome experience,우드베어망원 망원동
목화씨라운지 연남점,연남동,1hu9l87,4.0,"연남오면 가볼만 한곳
푸딩 맛남
전체적으로 음료가 진해서 너무 좋다",목화씨라운지 연남점 연남동
카페마디,봉천동,1hu9l87,5.0,"딴건 모르겟고 케이크 ㄹㅇ 여기 봉천맞냐??
너무 달지도 않고 개맛남 ㅋㅋ 진짜 부드러움",카페마디 봉천동
진을림,신길동,1hulo85,5.0,커피랑 차 둘다 맛있었어요! 강아지들도 너무 예쁘고 귀여워요ㅠㅠ 자리가 편한 카페는 아니지만 또 오고 싶어요,진을림 신길동
포프트커피,영등포동1가,1hulo85,5.0,포프트커피?가 진짜 맛있어요!! 저녁에 가니까 분위기도 좋아서 다음에 가면 위스키 마실려구요!,포프트커피 영등포동1가
데니스 커피암사점,천호동,1hv1l1s,5.0,아주 친절하신 사장님께서 너무 예쁜 잔을 사용하여 맛잇는 차를 정성껏 만들어 주신답니다.  시간이 나면 가끔 혼자 앉아 차를 마시며 필요한 많은 생각을 정리하는 장소랍니다. 통유리창으로 보이는 거리를 바라보면 다양한 사람들을 통하여 나를 돌아보게 하는 데니스커피 암사점입니다.,데니스 커피암사점 천호동
카페달담,천호동,1hv1l1s,5.0,자연재료로 정성껏 만들어 주는 수제차를 마시면 하루가 아주 행복합니다. 모든 분들이 친절하고 다양한 자연의 차로 면역을 올려주는 이 곳을 방문하시면 후회가 없을 것 입니다. 매일 갑니다..가요 코로나19 시대에 가장 현명한 선택은 이곳을 방문하여 도장을 찍는 것^^,카페달담 천호동
토즈모임센터건대점 건대점,화양동,1hv1l1s,5.0,모임하기에 좋은 위치입니다. 대표님이 참 친절합니다. 따뜻한 허브티가 있어서 세미나 하기에 공부하기에 정말 많은 도움이 됩니다.,토즈모임센터건대점 건대점 화양동
공차 경찰병원역점,가락동,1i3fset,1.0,여기 다신 안갑니다. 병원 앞이라 고정수요가 있나? 어떻게 버티는지...,공차 경찰병원역점 가락동
공차경찰병원역점 경찰병원역점,가락동,1i3fset,1.0,여기 다신 안갑니다. 병원 앞이라 고정수요가 있나? 어떻게 버티는지...,공차경찰병원역점 경찰병원역점 가락동
디저트39 구로디지털단지역점,구로동,1i44fe3,5.0,오리들도 맛있대요.,디저트39 구로디지털단지역점 구로동
세루리안인사 인사,관훈동,1i44fe3,5.0,맛있어요,세루리안인사 인사 관훈동
리틀채스우드,성내동,1i60smq,5.0,커피 너무 맛있어요,리틀채스우드 성내동
채스우드커피,성내동,1i60smq,5.0,커피 너무 맛있어요,채스우드커피 성내동
컴포즈커피 강남역센트럴애비뉴점,역삼동,1i6mkmn,5.0,직원분 엄청 친절해용 서비스 최고에욤,컴포즈커피 강남역센트럴애비뉴점 역삼동
투썸플레이스 아름제일여성병원점,구로동,1i6mkmn,1.0,직원 불친절함. 주문하는데 째려보듯이 노려보고  CJ 적립 전화번호로 안된다고 나한테 화냄 . 바코드 보여주려고 하는데 한숨쉼 영수증 안줌. 케이크 포크는 끈적거림 ... 진짜 최악,투썸플레이스 아름제일여성병원점 구로동
이디아 구로미성점,신도림동,1i6tvim,5.0,분위기가 좋아 과제하기 좋고 책읽기 편한 카페입니다!! 가족들이랑 와도 좋을 것 같아요!! 일하시는 분들도 친절하셔서 만족스럽네요. 주변에서 제일 괜찮은 카페입니다!,이디아 구로미성점 신도림동
이디야커피 구로미성점,신도림동,1i6tvim,5.0,분위기가 좋아 과제하기 좋고 책읽기 편한 카페입니다!! 가족들이랑 와도 좋을 것 같아요!! 일하시는 분들도 친절하셔서 만족스럽네요. 주변에서 제일 괜찮은 카페입니다!,이디야커피 구로미성점 신도림동
공차현대아울렛가산점 현대아울렛가산점,가산동,1i8es7d,5.0,직원분 넘 친절하시고 음료도 맛나요!!,공차현대아울렛가산점 현대아울렛가산점 가산동
메가엠지씨커피 금천독산점,독산동,1i8es7d,5.0,"사장님 엄청 친절하시고 음료도 맛나요!
따보옹~",메가엠지씨커피 금천독산점 독산동
빽다방 구로KT점,신림동,1i8es7d,5.0,직원분 정말 친절합니다 짱!!,빽다방 구로KT점 신림동
이디야커피 가산그레이트점,가산동,1i8es7d,1.0,남사장님 주문 응대를 계속 반말로 하고 불친절합니다.,이디야커피 가산그레이트점 가산동
투썸플레이스 구로디지탈역깔깔거리점,구로동,1i8es7d,2.0,매장이 넓고 적당히 시끌시끌하고 좋은데~ 음료 퀼리티는 별로네요. 아메리카노에서 탄맛이 많이 나요.,투썸플레이스 구로디지탈역깔깔거리점 구로동
할리스커피 난곡사거리점,신림동,1i8es7d,5.0,매장도 깔끔하고 직원분도 친절해서 좋아요! 와이파이는 조금 끊겨용,할리스커피 난곡사거리점 신림동
섹터커피바,필동2가,1iags16,3.0,,섹터커피바 필동2가
수수커피강남N 타워점,역삼동,1iags16,3.0,여기 쑥차블랑이 자꾸 생각남 단데 엄청 맛있는 맛..,수수커피강남N 타워점 역삼동
아파트먼트기룬,장충동2가,1iags16,5.0,"작업 공간으로도, 그냥 쉬러 가기에도 너무 좋은 공간이고 친절하세요. 분위기 자체가 정말 너무!!! 너무 좋아요!!!! ㅠㅠ 일반적인 감성 카페는 아닙니다만 분위기가 주는 엄청난 포근함때문에 가기만 하면 엄청 편안해집니다.. 그것만으로도 5점 백점 주고싶어요 근데 음료는 …
더보기",아파트먼트기룬 장충동2가
똑똑카페,망우동,1ibnass,5.0,빵 맛있어요.  커피도 좋아요.,똑똑카페 망우동
이디야커피 양원역점,망우동,1ibnass,5.0,좋아요.,이디야커피 양원역점 망우동
뷰클랜드,송파동,1iboqd9,4.0,스웨덴밀크티 정말 생전 처음 먹어보는 맛과 향이었어요. 밀크티 좋아하신다면 꼭 한 번쯤 먹어볼만 합니다! 가격이 좀 있는 편인데 케이크는 생각보다 별로여서 아쉬워요.,뷰클랜드 송파동
엘엘엘커피,석촌동,1iboqd9,5.0,우리동네 최애 카페 중 한 곳! 공간이 넓고 창도 커서 날씨 좋은 날 작업하기 좋습니다 ㅎㅎ 콘센트 자리는 벽쪽에 있어요.,엘엘엘커피 석촌동
카페코브,석촌동,1iboqd9,5.0,"힙한 인테리어와 맛있는 마들렌, 휘낭시에가 있는 곳! 첫방문 때 오픈시간쯤 방문해서 안일하게 디저트 주문하지 않고 있다가 다들 박스로 마들렌 사가시는 거보고 호다닥 줄서서 겨우 두개 건졌습니다 ㅋㅋㅋ 카페작업하기 좋아요. :)",카페코브 석촌동
139COFFEE,전농동,1ic45lb,5.0,,139COFFEE 전농동
볼랫,답십리동,1ic45lb,5.0,카페가 예뻐요,볼랫 답십리동
언오프,전농동,1ic45lb,5.0,음악두 넘 좋고 커피도 맛나요,언오프 전농동
적정고요,전농동,1ic45lb,5.0,디저트 맛있어용,적정고요 전농동
카페 전농주택,전농동,1ic45lb,5.0,시그니쳐인 곰돌이 라떼랑 딸기우유 너무 맛있고 인테리어도 예뻐요!,카페 전농주택 전농동
커피나인,답십리동,1ic45lb,5.0,전농동라떼 흑임자라떼 맛있어요!,커피나인 답십리동
쿠도스커피로스터즈,공덕동,1ic45lb,5.0,,쿠도스커피로스터즈 공덕동
화양과자,화양동,1ic45lb,5.0,,화양과자 화양동
미드데이썬,성내동,1icm65e,5.0,"아니 이런 식감이?!
아니 이런 생크림이?!
미쳤어요....여러분 제발 꼭 먹어주세요",미드데이썬 성내동
카페스콘,연남동,1icm65e,5.0,"귀엽다, 선선해지면 루프탑 재방문 의사 있다",카페스콘 연남동
콘하스 한남점,한남동,1icm65e,3.0,"카페 방문 목적
-여유를 즐기는 자 x
-핫플을 즐기는 자 o",콘하스 한남점 한남동
빽다방 신림대학점,신림동,1icsfl9,5.0,"알바생분들도 친절하시고, 내부가 아주 쾌적합니다! 창가 오픈되어 있는 것도 봄에 넘 좋아요!",빽다방 신림대학점 신림동
카페 대즐링,제기동,1icsfl9,5.0,"애플크럼블은 정말 꿈에도 나올 것 같은 맛..☆
사실 여기는 라떼 맛집이기도 합니다. 얼그레이티 라떼랑 말차라떼 따뜻하게 마시면 대박이에요!",카페 대즐링 제기동
카페바우,서교동,1idcqb9,5.0,"너무 좋아서 두번이나 방문했어요
또 가고싶어요!❤",카페바우 서교동
코코버블티 강남역점,역삼동,1idcqb9,1.0,여자알바 오픈했냐고 물어보니 단답에 핸드폰만 보고있어요,코코버블티 강남역점 역삼동
길동이네,쌍문동,1idi958,5.0,아바라 존맛..,길동이네 쌍문동
썬스랩,창동,1idi958,5.0,,썬스랩 창동
카페노티드 안국점,재동,1idi958,5.0,첨 먹을 땐 머... 맛있네~ 근데 이렇게 유명할 정도? 라고 생각했는데 집에 가서 침대에 누우니까 또 생각남...,카페노티드 안국점 재동
루네쌍스다방,부암동,1ieo3ji,5.0,커피 진짜 맛있고 사장님도 너무 좋으세요.,루네쌍스다방 부암동
셀렉토커피 가재울점,북가좌동,1ieo3ji,5.0,커피 진짜 맛있고 사장님도 너무 좋으세요.,셀렉토커피 가재울점 북가좌동
신양로스터스,송파동,1if12oj,5.0,"갈때마다 만족스러운 곳. 집가까운 곳에 이런 가게가 있다는건 축복. 갓볶은 원두, 콜드브루 라떼, 최강이다",신양로스터스 송파동
카페베네 선릉역점,삼성동,1if12oj,1.0,"모바일쿠폰 사용하러갔더니 주문안되는 메뉴라고해서 다른 메뉴로 변경주문하라고 함. 가격표에 베이글,크림치즈 각 2300원 되어있어서 다른거랑 같이 변경 주문했더니 차액 결제금액이 좀 이상. 베이글,크림치즈 각 2500원이라고 함. 동네 구멍가게도 아니고 직장인들부터 사람들 많이 오가는 테헤란로에 있는 대형 카페가 가격표 하나도 제대로 수정안하고 영업하고있다니. 메뉴 주문안되는것도 어이없고 금액다른건 더 어이없음. 두번 다시 갈 일 없는 카페
더보기",카페베네 선릉역점 삼성동
커피바이,잠실동,1if12oj,5.0,집이 가까워 몇번 가긴 했지만 위치는 조금 애매하긴함. 카페보다는 바리스타 수업과 로스팅이 주업무인 곳 같은? 그래서 그런지 대로변이나 1층 카페들보다 사람이 많지 않고 조용한 편이라 좋음. 그리고 드립 커피가 맛있음.,커피바이 잠실동
꿈꾸는리틀피플,정릉동,1if31kl,2.0,지저분해요... 너무 바빠서 청소가 잘 안 되는 것 같아요,꿈꾸는리틀피플 정릉동
스타벅스석촌역 석촌역,석촌동,1if31kl,2.0,지저분해요... 너무 바빠서 청소가 잘 안 되는 것 같아요,스타벅스석촌역 석촌역 석촌동
잉크커피,구로동,1if64fu,3.0,호불호 갈림,잉크커피 구로동
폴바셋 NC타워삼성점,삼성동,1if64fu,4.0,조용하고 좋았어요,폴바셋 NC타워삼성점 삼성동
공미학,서초동,1if7cfv,3.0,분위기 나쁘지 않음,공미학 서초동
로얄마카롱,역삼동,1if7cfv,3.0,,로얄마카롱 역삼동
블루보틀커피코리아역삼,역삼동,1if7cfv,1.0,물장사 덤탱이,블루보틀커피코리아역삼 역삼동
스타벅스 강남GT타워점,서초동,1if7cfv,3.0,,스타벅스 강남GT타워점 서초동
스타벅스 숭례문북창점,남대문로4가,1if7cfv,1.0,,스타벅스 숭례문북창점 남대문로4가
스타벅스 역삼아레나빌딩점,역삼동,1if7cfv,4.0,,스타벅스 역삼아레나빌딩점 역삼동
스타벅스서초파라곤점 서초파라곤점,서초동,1if7cfv,5.0,,스타벅스서초파라곤점 서초파라곤점 서초동
카몽 서초역점,서초동,1if7cfv,5.0,잘 먹고 갑니다!!,카몽 서초역점 서초동
이디야커피 양천향교역점,등촌동,1igc1gf,5.0,사장님께서 정말 친절하십니다~!! 그래서 덩달아 기분좋게 이용했습니다 다른 이디야 매장과는 다른 친절함이었습니다,이디야커피 양천향교역점 등촌동
카페홈즈,마곡동,1igc1gf,5.0,골드버터바 존맛,카페홈즈 마곡동
캐시아커피하우스,등촌동,1igc1gf,3.0,커피 샷추가 천원 ㅎㄷㄷ,캐시아커피하우스 등촌동
커피하우스 캐시아,등촌동,1igc1gf,3.0,커피 샷추가 천원 ㅎㄷㄷ,커피하우스 캐시아 등촌동
해머스미스커피 삼성점,삼성동,1igvgi0,5.0,아이스아메리카노가 맛있네요^^ 주문을 편리하게 할수있어서 좋아요!,해머스미스커피 삼성점 삼성동
해머스미스커피삼성 선정릉역점,삼성동,1igvgi0,5.0,아이스아메리카노가 맛있네요^^ 주문을 편리하게 할수있어서 좋아요!,해머스미스커피삼성 선정릉역점 삼성동
로쿠커피,군자동,1iigbsl,5.0,사장님친절,로쿠커피 군자동
안다즈커피,구의동,1iigbsl,2.0,사진찍으러가는곳,안다즈커피 구의동
투썸플레이스 이태원역점,이태원동,1iigbsl,1.0,토요일 12시 반 남자알바한테 투썸프로모션관련 문의했는데 불친절,투썸플레이스 이태원역점 이태원동
요거트맨 강남구청점,삼성동,1im2ou8,2.0,요거트맨 좋아해서 가까운 강남구청역 방문했는데 불친절해요. 지난번엔 청담점 방문했는데 매장도 쾌적하고 사장님도 친절했었는데..여긴 너무 불친절해서 재방문하고싶지않네요,요거트맨 강남구청점 삼성동
코히루,송파동,1im2ou8,2.0,평점이 높은 이유를 잘 모르겠어요.. 커피맛도 별로고..테린느는 너무 기름져요ㅠ 다른 카페에 비해 맛있는편은 아닌듯..,코히루 송파동
쥬뗑뷔뜨,석촌동,1io8g3c,5.0,"*샌드위치 진짜 맛있어요. 
바게트도 맛나고 치아바타도 맛있고 무화과크림치즈깜빠뉴였나 그것도 맛있고
단호박들어간 깜빠뉴였나? 그거는 충전물이 많아서 빵먹는것보다는 단호박 먹는 느낌이 강해서 저는 아쉬웠지만 충전물 많은거 좋아하실듯 싶어요. 스콘은 무난했어요..커피도 맛있어서 좋았어요. 아메리카노 라떼 둘다 좋았어요
더보기",쥬뗑뷔뜨 석촌동
카페 오노프,문정동,1io8g3c,5.0,수제바닐라라떼 두유변경해서 마셨는데 너무 맛있다... 계속 생각난다..,카페 오노프 문정동
미스랄라,이촌동,1iq4qb2,5.0,"정말 귀엽고 소중한 댕댕이님과
달지않고 부드러운 디저트까지. 
쿠키도 맛있고 
내부인테리어는 정감가는스타일이예요. 

우리동네였으면 진짜 자주가는건데
또생각나네요. 조만간 놀러갈게요
더보기",미스랄라 이촌동
투썸플레이스서울대역중앙점 서울대역중앙점,봉천동,1iq4qb2,5.0,투썸오더로 픽업가능하고 짧은머리여성직원분 넘나 친절하세요^^~,투썸플레이스서울대역중앙점 서울대역중앙점 봉천동
소진담,신사동,1iqak2c,5.0,오미자티 쥼맛….. ㅂ ㅣ싼값을 하는군,소진담 신사동
크림슨젤라또,신사동,1iqak2c,5.0,"쌀맛 젤라또 쥼맛… 헤이즐넛 초코맛 쥼맛
사장님 넘우 친절하심",크림슨젤라또 신사동
바나프레소 역삼점,역삼동,1iqf80p,5.0,싼마이,바나프레소 역삼점 역삼동
커피빈 강남대로점,서초동,1iqf80p,5.0,커피는 콩다방이 최고고ㅠ 친절보스들임,커피빈 강남대로점 서초동
커피빈 코리아강남대로점,서초동,1iqf80p,5.0,커피는 콩다방이 최고고ㅠ 친절보스들임,커피빈 코리아강남대로점 서초동
커피빈 코리아서초동점,서초동,1iqf80p,5.0,커피는 콩다방이 최고고ㅠ 친절보스들임,커피빈 코리아서초동점 서초동
업.사이드커피,성수동1가,1iqqkff,5.0,최애커피 :),업.사이드커피 성수동1가
업사이드커피 뚝섬점,성수동1가,1iqqkff,5.0,최애커피 :),업사이드커피 뚝섬점 성수동1가
달다어요,신림동,1ir100u,3.0,"달다어요는 아기자기하고 좁고 
귀여운 갬성이 많음. 
커피는 쏘쏘",달다어요 신림동
메리고라운드,연남동,1ir100u,5.0,"따뜻하고 아기자기한 토이샵에 온 느낌이였어요.
디저트류가 훨씬 맛있고, 
커피맛도 나쁘지 않았지만
뭔가 디저트를 먹기 위해 서브용으로 먹는 느낌?",메리고라운드 연남동
비건마마,봉천동,1ir100u,3.0,"인테리어 깔끔. 맛도 깔끔해요. 가격이 적당한데, 양은 쏘쏘.",비건마마 봉천동
소디스커피,봉천동,1ir100u,4.0,"날씨 좋은날 야외에서 먹는 맛이 있어요~ 
타르트가 적당히 달고 맛있었어요. 
커피는 그냥 적당히 무난",소디스커피 봉천동
소보로인,당산동4가,1ir100u,3.0,"컴공족들의 카페 
딱 혼자 과제하러 오기 좋은곳. 
다만 콘센트가 잘안보임. 
조별과제하러 모이기 좋음. 
쾌적한 분위기, 지하로 내려가면 넓음. 


맛은 걍 쏘쏘.
더보기",소보로인 당산동4가
원스커피 미아점,길음동,1ir100u,5.0,"현백 바로 옆 루프탑 테라스 형식 
분위기 좋고 디저트 달달구리... 
디저트 개존맛.. 다 싸가고 싶다.. 
음료 달아서 당충전.. 흡입.",원스커피 미아점 길음동
제이제곱,미아동,1ir100u,4.0,"1달동안 4번은 간것 같아요.. 
아기자기해요. 익선동에 있는 마당?이 있는 
카페 갬성. 
한옥풍은 아니고, 80년대
빈티지+클래식 인테리어.
같이 갔던 사람들 평을 들으면
커피맛 대체로 중간이상은 가는 것 같아여.
더보기",제이제곱 미아동
지니앤캐터피스,미아동,1ir100u,5.0,"커피 인테리어 좋음
케이크중에 유일하게 먹는 단호박케이크랑 
치즈케이크가
제일 맛있다고 하니 다음에 꼭 먹어봐야겠다.
더보기",지니앤캐터피스 미아동
청수당,익선동,1ir100u,4.0,"입구가 다했지만 그만큼 이뻤당. 맛도 좋고, 좌식테이블이 불편할것 같았지만 더 편했다.",청수당 익선동
카페 디자이너리,신림동,1ir100u,4.0,장소가 주는 힙함. 아늑함.,카페 디자이너리 신림동
스타벅스 충무로역점,필동2가,1is59bq,2.0,직원들은 친절한데 화장실 더러움;;;,스타벅스 충무로역점 필동2가
스타벅스 홍제역점,홍제동,1is59bq,1.0,"가끔 올때마다 느끼는 부분인데
직원분들 고생은 하시나... 팀웍 안맞고 
불친절한분 가끔 계심... 
주문순서에 안맞게 나보다 뒤에 손님들 먼저 나가는 경우가 많아서 한참 기다릴때도 많음
더보기",스타벅스 홍제역점 홍제동
아르미안,화곡동,1itmuj1,5.0,"인테리어 너무 귀엽고 사장님 친절해요~~ 
빙수랑 커피 다 맛있어요!!",아르미안 화곡동
