user_id,user_name,user_review_num,user_rating_avg
eaobnd,g,61,1.9
1ve0gru,딩동,9,4.7
r3skr3,한냥충🐛,113,4.1
1clvqj0,박서원,1,5.0
10gep73,Jinny,185,4.0
rmk0cq,노빠꾸상남자,213,4.1
16adfbb,어쩔돈까스,79,4.4
11tc6e4,말티쥬,50,4.1
151v6np,ㅇㅅㅇㄷ,273,4.4
1a70f3b,“,25,4.6
1d5dgt9,😎,33,4.4
u2e510,이슬비,119,4.8
110cglj,맛집좋아,56,3.6
mvcg3d,끼룩이,10,4.6
n3j76q,냠냠,17,4.0
10av17l,호,37,4.8
e75gq2,레오,4,3.0
f90vlk,김민수,26,5.0
7le2rm,으등이,3,1.3
17lsv88,겸디,34,4.2
15gio3c,혜월,47,4.4
181d777,고앵이좋아요,3,5.0
usfj3m,햄버거,7,4.9
gbu8lj,웁스,24,1.8
16gffi7,이월맘❣️,9,1.9
14dring,asdfghetob,71,3.2
17nlad5,뿌,14,3.2
1ookej6,최창훈,6,5.0
qrtrji,토비,8,3.3
1uep7s4,청춘스케치,97,4.5
1ufnrv0,별헤는밤,71,4.4
1ufmf0o,마리오,73,4.5
1ufmd86,청춘사진관,59,4.5
14gqtqc,ㄱㅅㅎ,13,4.8
na28o1,mapjoha,17,4.3
7kv31a,프랭키 더 용,259,4.5
11lou01,정원진,7,5.0
1b4lad8,pigpig,35,2.7
141dkn8,J,5,5.0
mm35qf,안서영,15,4.7
asms8o,마싯당,9,4.8
uq2283,김형민,3,3.7
tbro0c,.,16,3.4
1a7r6nb,신영,9,3.7
n248ut,밤톨,1,5.0
133r4oc,룰룰랄라,2,3.0
141o4j5,평양냉면만두,5,4.0
ed6mem,🧑🏻‍💻,16,3.8
vh2tjk,👋,8,4.1
14hpluc,오잉,11,3.6
e72arr,yooonji,23,4.0
119bs8t,하하하,5,3.6
e4h44d,혜화미뢰밭,5,3.4
o7dd20,나니누네노,10,1.9
aun80o,성일모,1,5.0
fomsip,테이스티로드,6,3.3
dnmner,정필승,3,5.0
1p0sfbq,아이스크림,15,4.1
1ero3g4,우후후,1,5.0
1cq90bt,Nana,5,3.4
17m3ms1,박병주,10,4.4
npt8sv,yaya,24,3.6
rc9qm5,시티헌터,153,3.8
1mb0m1c,안녕,1,5.0
16kkkl3,송파구주민,43,3.3
d5loep,김병준,6,4.0
ubc1qv,켱,6,2.3
1c60q6i,배은서,3,5.0
v4ce2q,ㅎ_ㅎ,62,4.2
f1osok,벤피터,19,4.3
1849ag9,김진오,19,2.1
begrd5,Sergei x 2,110,4.0
gh6cho,meg,1,5.0
7ka4rn,홍윤수,57,4.0
vt0qig,고영희씨,13,3.8
1ddf7na,1234,10,2.2
sdpjrr,santorini blue,27,3.5
1c56c71,최지민.esme,5,4.2
t8sc9t,.,131,1.9
mussl6,수빈,2,3.0
o9ee9d,ghgh,1,5.0
lguoie,토끼식당,19,3.9
173pkfe,쮸왑쮸왑,2,3.0
gbro34,스콘못참지,13,3.9
qnebiv,★,57,3.0
fkbb43,화양연화,43,4.3
1ddb5kq,해상왕보글보글,4,5.0
v5task,창구망구,29,4.7
15osvcu,덕구,13,4.4
g74h1e,맛집탐방중,59,3.7
bijcl2,스나이퍼,26,3.8
10l9kvj,맛다먹,247,3.7
10ldv7r,띵,695,4.2
m6qf0c,다롱,19,5.0
15kgh63,김용현,71,4.5
1lbdidq,잔먕루피,12,4.3
f023ku,.,25,3.9
tvs86r,공옥순,88,4.2
14s4vmq,Hojoon,2,3.0
lcq914,몽몽,8,3.5
gl9s0m,ㅇㅅㅎ,8,3.5
mvcsa5,jiejie,1,5.0
kppin9,jinny,16,4.6
lkdvq6,강승연,8,4.6
vqavpg,둥2둥2,84,3.5
cg6v1q,jk,12,4.4
tevikq,돌빡이,160,3.9
esmueb,Jason Jo,35,4.5
18b9tbp,ฅ՞•ﻌ•՞ฅ,88,3.5
bc0mtg,남지원,2,3.5
e4vs5m,HJ,41,4.9
ab4gi6,정제수,4,3.0
141fs3t,hyi,8,3.5
e4f4fo,꾸꾸위부,39,4.7
226vmfe,sowhat????,2,5.0
grmkrv,띠용,10,3.4
1cl8e4e,테린느,117,4.2
1a3s70b,말랑,105,3.2
ukfi7e,고독한현재미식가,118,3.7
14kle0p,へ,8,2.9
epdam9,행인17,19,3.7
1498rdr,구구구,33,4.8
o89rmn,루이,95,4.0
edfiik,갱냄참새,55,3.6
1745jbp,Marni,1,5.0
16rj82j,Private,1,5.0
ec8u5m,Hugh heesang,4,2.0
170m9o1,으아우마,1,5.0
149n086,coffee affair,8,4.0
1597vd0,.,2,3.0
1rmefsn,호연,3,5.0
e4i5q4,에구배불러,38,3.1
172ltua,허초,8,4.0
m8jmt3,용릠,17,4.1
ebir5k,leon ware,17,3.6
lt24m6,노페인이계인,126,4.8
n35h8a,B,25,3.5
7k8isk,헤헤,12,1.8
18roopq,kkang,39,3.6
tsa1j8,별점혜자 삐약삐약병아리,35,4.8
14s3je7,으뜸 Claire,6,4.5
118pbm8,솔직한평가,7,3.3
v6a12s,52907,432,3.3
19kq4am,Hallie,33,4.4
dh840c,밤벙이,128,4.3
14evump,먹는건 너무 행복해,29,3.9
10kolt7,이제노,112,3.4
mvcb65,🐰,39,4.1
lt59c5,제이미,8,3.8
lg3906,팽,23,3.6
19f7bji,너리,4,3.8
lhrmcq,Mimi (Jessica Price),3,5.0
n90o5r,원태욱,2,4.5
vjppm7,고윤비,10,4.1
ehckut,즐거운 일상~^^♡,107,3.0
mtndi6,annu,7,1.7
mvr7nd,정라미,11,2.2
e9a6se,하니,17,2.8
a2av5l,ᴡᴏɴ,48,3.6
fp9v1q,❤️수깽❤️,1,5.0
fmug8s,任大赫,2,2.5
ebnceo,상봉MTB,1,5.0
7kfa5v,조영규,321,3.4
139n989,익명,12,4.2
15iaid6,짱찡쭝짱쫑,25,4.5
194r1fj,커피디저트도장깨기,11,3.8
14186dt,쏘해피,3,3.3
7kr4c0,레모나,9,3.2
g7hjfm,훈이,31,4.3
br7fjb,ㅂㅎㅅ,62,3.6
12e5q96,ㅇㅇ,10,3.2
199hdnk,치즈케익,30,3.8
158gpvd,경태,1,5.0
18q4mup,Yum Yum,17,3.8
18tpfhq,ㅇㄱㅎ,31,3.5
1cqosd7,호호,1,5.0
1k4qa08,수,6,4.2
14p9r3j,빠룡,3,5.0
8ultau,윤선,5,5.0
909c04,공예진,1,5.0
1ep3ar5,HQ,1,5.0
er098o,seyeon kang,1,5.0
n3qnij,성후니,4,2.8
1muuga2,강슬기,1,4.0
18dsn0b,Sung Eun Hong 홍성은,1,5.0
1llugec,JaKyung Shin,1,5.0
1ierhv5,Eun ji Kim,1,5.0
1bl2id7,김승희,1,5.0
1jpa8tb,KKllO,1,5.0
vmc31q,SeeSunny,6,5.0
1b21ics,Woosun Lee,1,5.0
151m1bu,Grace Park,14,4.9
m7eibh,JK Lee 이준기,81,4.0
d59eoe,황인용,2,3.0
17c3eeq,팽~,31,4.3
11aqq92,헤나,1,5.0
npdhfl,김도연,62,4.8
l1sbp9,이현서,289,3.8
1e1ft6r,Vinayak,2,3.0
tijric,.,36,4.4
1j5ju0t,ㅋ,46,4.3
e4hhu9,트루리뷰어,24,3.7
16alr3m,J,6,5.0
15rbet3,이300,36,3.4
14s91q5,죠죠,71,4.3
1buplug,anjelly,3,5.0
1dfpd37,송승화,4,4.5
130iriv,돟,4,5.0
l8bu10,별,76,3.9
l5bb2t,누가,6,3.8
o33m3s,vnvk,20,4.9
vnre13,아이,10,3.3
ln15ed,잉뇽,11,4.5
ln8rtl,소현,2,5.0
gghvcq,쓔아,1,5.0
1o6qheh,mingmingeat,200,4.6
7lha5g,김유겸,61,4.7
mts4qh,Hyuk,63,3.4
1d36sfn,ㅊㅊㅊㅊ,3,3.7
n2gm1m,핑구,13,4.2
157m5pn,앙영,77,4.1
15op3eb,동지,28,4.3
105og4o,Louis,5,3.8
mh96o1,냠냠냠,22,3.7
qqhp6m,꿀꺽이,273,4.4
moq7vh,냠,143,4.1
lptkjf,ㄴ,78,2.9
upo8nu,입맛이까다로운편,14,3.1
1he2akl,이인동_austen,201,5.0
177eb0j,도도부인,12,3.4
udb8n2,내돈내산솔직후기쓰는사람,98,3.1
15nq4fq,우원자,1,5.0
ei28oj,쫀득한인생,120,3.9
cv623k,냠냐미,167,4.2
ec1muc,맛난커피만마시고싶어요☕️,18,3.6
181tehf,야옹쓰,174,4.9
mvp6mk,a,230,4.1
fsigi1,jay,106,4.0
e4jkne,산책러,126,3.7
nvorfl,공혜진,4,4.0
1at4vt5,ㅇㅇ,2,4.0
111jduf,별똥별,28,4.0
e4l9di,먹을거에진심인편,197,4.1
m8gq62,m,22,3.3
n0ma86,핵불닭,52,3.9
11oqpj6,예지,136,4.6
t6e4qf,민세연,17,4.9
a4k1s8,.,61,3.7
l6l78j,송재영,256,3.6
l383vp,Jerry Kim,20,3.3
11mfo7j,나나나나나,51,2.5
fq4lb1,호두과자,362,4.2
f0pe78,Miranda,25,3.5
d84b4g,안도현,5,3.6
17rn6tn,흠..,23,2.9
qjqcvf,☆,27,3.9
1m96kbh,별로면후기남김,42,2.1
112drmu,경결,9,3.1
1iti2ld,ㅇㅇ,1,1.0
1flnjui,어디로든,26,4.4
g7aogp,두팔이,78,2.5
157e5f0,보노보노,1,1.0
7uuhk1,노동3권,67,1.4
obf0l9,때꿍이들,17,1.8
1doevhe,김석호,1,5.0
lbl4e3,뽁탱,205,3.9
18p9p4f,코카인Duck,20,4.0
sjksvi,연남동 빌런,8,4.6
spsr4b,닉닉 넴,3,3.3
19jm3g0,(((((((Rachel))))))),1,5.0
17n7iut,아아,6,3.7
f85akd,아이린,13,4.5
180t8cu,김평가,41,3.9
1777rmo,ㅇㅇ,1,1.0
1cdlepl,피치,6,1.7
musjt0,Dana Son,21,2.2
9j6gdd,도돌이,76,3.4
7vj1ef,ㄸㅇ,55,4.7
160k4hv,sssssoj,11,5.0
102h803,haha,3,5.0
kniter,222,50,2.3
18j9r2b,코코넛,66,3.4
pp9ngu,J,23,3.9
11ejcrt,이댜,1,5.0
eb43a5,rozy,3,4.0
1n3u8o4,이종만,1,5.0
lo80k8,안성주,1,5.0
1mi9l6l,.,1,5.0
1kjp3es,윤희,1,5.0
1mha8uu,성준,1,5.0
1mha7ft,예진,1,5.0
1dnfvu7,.,3,5.0
t6nsp5,-_-,88,4.0
u4c9j6,won,6,4.0
elvtb1,.,18,2.7
18ttuj0,감자,4,3.0
936mde,광사,6,1.8
lemi0t,신혜영,14,4.7
tcahol,율,7,2.4
14on6u1,숭순이,5,4.6
1ibhuv1,권택우,32,5.0
meqvvh,곽재헌,5,4.0
mhn24t,마스크잘쓰기,434,4.9
21uongm,중국집마스터,1,1.0
css1em,눈누난나,18,2.6
muflos,Kkkkk,1,1.0
fkej7q,GKI,5,3.4
1024ouo,창돌,5,2.4
7rrqfq,밤,55,2.4
7k88sq,황윤서,21,3.5
qtc34r,야구소녀,4,1.0
1vaau51,수관,1,1.0
1e8tghc,흰둥,10,4.4
l9imlr,☁️,9,3.9
1926l8h,_ss_88,1,5.0
18aggee,k,13,2.8
mt79de,ㄴ,81,3.2
kvsf35,ㅎㅅㅎ,3,3.0
e5001j,JYLEE,5,4.6
n0lh3e,릴리,19,4.1
vsh8qj,쉐덴,11,2.2
1fofgk8,c,9,4.7
17u0jel,🌝,70,4.6
10p1alh,김수현,34,4.9
14m3t35,이파리,36,2.8
1jhoipg,얌얌,8,4.8
n0flij,맛집,20,3.6
beu3im,DS,12,3.3
1ej2e47,HJ,174,4.8
fp0r9r,wish,78,3.8
1062spn,.,7,1.4
n0ciaa,두눈,7,4.7
v7rsif,stitch,4,5.0
csb201,승경,58,3.8
h2ismp,돈 아껴주는 사람,42,3.8
edfvqo,ㅎㅅㅎ,15,3.9
qfacv1,올리브,42,4.3
n0la51,길쭈기,19,4.4
o49j7e,숮,19,3.6
1gmc8qj,hanee,24,4.6
1bc1uvl,ㅇㅅㅇ,40,4.1
1d04jho,류예빈,17,4.9
fkm633,what,44,3.3
reeqbq,윤씨,7,3.3
n24bgu,맛있는걸 조지는 조지나,232,3.9
n881hd,국밥부장관,11,4.7
mv0rn2,🐝,18,3.7
1bgujd0,도마,17,3.9
19q8de0,J,1,1.0
12hjnf5,아연이,1,5.0
sif3dj,완전맛지잖아,79,4.6
l79v03,김지현,15,3.2
l3vlk9,정재훈 Jaehoon,42,4.6
11fvek1,An,4,5.0
nt6ohd,yammy,9,4.6
14isupk,ㅇㄱ,1,5.0
dmcm0k,김춘백,45,4.5
19ui1tm,탄수화물중독자,10,5.0
e5jb7u,잼,9,3.6
1d8g6ie,쩡이,7,3.7
19hncle,우경,4,5.0
174dfc5,슈,1,5.0
27l9dad,.,10,4.4
rql4t2,.,57,3.6
n1h3bd,후랏차차,67,4.2
dgbet2,이병철,2,5.0
lk252m,대장,7,4.0
1kipsp2,이장,17,4.5
up2e6e,이규민,6,5.0
11tjalf,ny,24,4.1
10a6h06,Yun,1,5.0
1bov3e0,ph,51,4.5
16g2df8,이영,9,4.2
ggpl7p,not,38,4.4
1e5c919,이범규,1,5.0
7km2bb,shay,167,4.0
1ifc0si,가라공,3,5.0
17oohhc,꼬순이,10,3.7
14cb6u2,.,4,4.0
18npoju,ardogen,11,4.5
n7qae7,yj,19,4.7
1b036h8,이방인,10,5.0
mv6tv8,가보자고,29,3.7
16th9sh,혜진,9,5.0
1081rmi,JJinsanity,2,3.0
1614856,genie,16,4.9
fko55f,.,59,3.4
n2pdjj,dr,13,2.6
tmodg1,ㅎㄹㄹ,24,3.5
1vjakoi,민들레,16,4.2
13vu519,무말,15,4.0
1bkoulv,효로아,35,4.5
djv138,B#,3,1.0
1p3k4ri,니콘붐은온다,1,5.0
ut2iv5,왜그래,15,3.7
kgjqku,퉷,60,1.3
ec5a0e,ㅡ,5,1.8
leg5rj,nendo,41,3.0
7kl4i5,라임이,132,2.4
nfdkmr,TOTO,20,3.1
ml46q1,싱하형,8,3.0
21k1jqu,고양이 키우고 싶다 강아지는 있는데,1,1.0
1ii5un9,ED,3,4.0
1cuh85q,Jason,5,1.8
1d9c926,알리야,17,4.6
1earmdm,.,4,1.0
n0n2ug,rd48,42,3.6
199nk4d,양,40,4.6
mvlmbr,해솔,15,3.5
gmp8oq,☆♡ love ~~~♡☆,1,5.0
fvnd0f,톱스타,11,3.8
begjh6,빌림이,47,3.9
1tov01o,정현우,3,3.3
11pvihk,aaa,9,2.8
1529a46,시스템기획 전극중,1,5.0
14mmegj,ㄱ최원일,1,5.0
1sbrat3,STAY,1,5.0
uq1fs2,너의하루,12,3.5
1fd2ief,レア,7,1.0
ud92vb,모아니면도에만리뷰쓴다,15,1.9
19e94vj,page1075,129,4.2
ls37ua,.,51,3.3
r809qd,Luna,4,1.5
1g9u6n8,유현철,4,3.0
teg1tr,냥,65,4.4
127kg2f,천이,12,2.7
gea6qm,호잇,27,2.0
qre97i,gray.jaguar,6,3.7
150klpi,구일태,61,3.9
7rf0fi,으잌,10,2.4
vi43df,.,17,4.0
14mm7vc,리뷰,36,3.5
rc91lk,콩콩콩,12,2.1
13vbgac,pig,4,2.5
1lh1f8j,삐약삐약,1,1.0
108hqd3,임,1,1.0
e5e5nr,튤,11,2.8
20e64sk,셔츠,14,2.1
fliell,퓨마반,5,5.0
7neo9h,고인돌,59,4.1
vhbun1,뚱이,5,4.2
ulm2eg,야화,9,3.4
n9na3a,봄날이간다,102,3.7
ur566n,이문동 힌깔리,96,3.7
19a8g5s,돈래,60,4.3
1184cg4,맛,5,3.4
1hle3ft,s2222,2,4.5
r64t2b,춘,118,4.6
7lka11,챈,40,3.7
s82g4e,한현주,3,5.0
1r8erdi,먕,5,1.8
1ej0ric,ㅇㅇㅇ,8,2.8
erli0h,hey,21,3.4
143g8sn,주민,9,3.9
u97vh3,방문자,106,3.8
fkmurt,헌터,63,4.2
1c5pnok,내꺼,7,4.4
12446s6,잼미,1,5.0
ea55d7,최호영,97,4.6
12poiai,맘마좋아,59,3.6
8v7nki,lim,15,4.4
1b2eguv,조연호,17,4.0
11ghnkm,장문선,21,5.0
1arp8na,ㅇㅇㅇㅇ,26,3.6
18arked,그래내일부터,17,3.9
fjj2f1,Jeremy,140,3.8
flnhm0,yu,308,3.9
tsi9tq,제이,26,5.0
7q5qc1,롸,35,3.5
eb2pb8,s,68,3.9
g3betp,퓨처,16,3.3
kl0b0a,짱짱메,3,1.0
14ankj9,겨울,16,4.1
e7s1ar,떡볶이좋아,6,3.7
sd957q,🤜,61,3.8
e3qlbi,규원,8,3.8
1fnjcm8,ppmt btlr,12,4.7
m813ep,여름여름,418,4.3
100r2af,ㅇㅇ,75,3.7
15lp9e8,infj,16,4.5
7l0gbl,맛있는곳만평가하는사람,136,4.8
fm01nu,안녕하세요?,6,2.0
laeua4,SH,40,3.9
abc85n,칠리쿠키,331,3.8
7lro0a,2BFRANKWITHU,244,3.0
e4kau9,ㅇ,109,3.6
10h6sbf,먹부림,36,3.3
e9e4oh,홍대에서건대까지,69,3.9
13p7j9a,Ku,9,1.8
1mr6bpu,양잼,2,3.5
245gict,뿌웅,1,1.0
1prvjl6,ㆍ,2,1.0
12tumcl,asdf,8,1.6
1kf5igo,꽥꽥,1,1.0
u53flt,두영,12,3.7
cfm5p9,lim,74,3.5
1dmtjru,오둘이햇반,31,4.8
ggv6d2,T,6,4.0
mur54g,준더카페,23,5.0
16vjkjd,결사의당,137,4.3
fjs0ic,송명희 Myunghee Song,4,4.8
1kg1h29,콩콩,99,4.1
8sq6fr,ESTJ,86,2.8
eepduh,Arietta,174,3.7
123ksll,환희,10,2.9
shnl64,Soell,5,3.4
jti8od,객관적,14,3.7
muks0t,둥,212,3.4
muqmmh,삐,1,5.0
11o5idc,그루누이,8,3.3
11ntmrb,Lia,37,4.1
1buvfqe,뚜벅초,2,2.5
1c8h1d0,최 용 구 (용테리어),1,1.0
becvhd,gooooooood,395,3.7
12deiin,림,3,5.0
s45f4f,냐아아앙옹,44,4.3
166n1or,후루루,44,2.6
16hjp8p,coffeemeup,16,2.9
12q1ml2,극희,41,2.4
e4q3p0,밥밥,112,3.5
ebngi5,로이,4,3.0
12j0mbj,saemi,2,3.0
nnnq3j,담배,49,3.8
17jdgdp,예니,1,5.0
192huda,도오기,19,4.6
12hdv1n,이야호,11,3.9
16423js,aaa,30,3.0
vf7mni,앙 벝엉,2,3.0
mukgel,권예원,2,5.0
n49u20,멍멍,22,3.6
rmv5qd,hjs1105,9,3.0
1p4f11j,정의미,25,4.3
14k4vbv,장서연,4,4.3
11l5on1,거위날다,76,3.4
eo09b3,현영,2,3.0
e562bv,이재훈,5,4.0
11jv38l,홍동완,1,5.0
bkki64,GURUMA,10,4.7
17r5l3k,.,26,4.3
ebb763,tenten,17,4.4
1mcgcc4,🌷,15,4.7
15d27jj,히도리맛도리,35,4.2
1cfq64p,푸른만월,26,3.1
10ip6gf,☕️,11,4.4
23n1r2n,000,13,4.6
20ja0i5,유바,3,5.0
1g40cgi,ㅃㅂ,9,4.4
103n3e5,이수민,7,5.0
18or6th,kitchen,105,4.3
1fvk1h8,니똥,1,1.0
1h14hij,다롱,5,4.4
lgfoc4,초코밀크,1,5.0
10jvt6r,백슉이 좋아,5,4.2
a9st9p,귤님,19,4.0
cfd88i,쥑쥑,32,4.2
1sv4vo3,구구야까까먹자,26,4.6
fke453,🤢,37,1.5
v4vkm9,써르,101,3.4
1964q4b,라,10,1.0
asg70u,ㅇㅇㅇ,91,1.0
qscmh5,H. Kim,33,1.5
15m2b0d,Eida Jang,36,1.5
15a5j9c,김태산,22,3.8
1bcmcaj,ㄹ,121,1.5
12sk8fc,조셉 / Joe,1,5.0
11pl14u,쿠니 Kuni,10,4.8
gi6dbg,💟,38,3.0
e4gvdc,alliwannado,56,2.8
lbf7ns,고양이,26,4.3
11adh88,후후,100,4.0
bntbij,큰 개,13,3.5
108ttj7,郑青河,4,3.0
o2o1t2,ㅎㅎ,1,5.0
7kpqv0,재형,3,1.0
1nu8p5e,박재형,1,1.0
1hrfvs1,sin,3,5.0
1fdfq1r,강동구,7,3.6
e9u8ti,Jessie Jang,5,3.8
7l3m31,뷁,1,5.0
1d6ub31,ᆞ,1,5.0
muffuf,맛집찾아오만리,41,4.3
mslvho,김커피,23,4.8
1drcqqf,XXX,7,4.6
11q3p28,우탕우탕,7,3.0
2706cad,오빤내맘몰라,2,5.0
en5glv,TC,2,5.0
e7nhji,Q,12,3.5
tjnteq,ㅇㅇ,16,3.6
245qi8e,칸초오오오,3,4.7
mv1cpq,썬더,13,2.7
vbrb2u,c.,22,3.6
bel9cm,맛따라멋따라,66,2.6
eej8g5,geek,114,3.4
f9qfpi,쪼부기,5,4.6
15b2job,박혜연,38,3.2
7kihgs,한유정🌸,6,4.3
18a8hvv,맛잘알 너구리,15,3.8
fk7d2a,뿌리,54,4.4
cf1cpu,S:D,517,3.6
sdqk9k,치리치리,23,3.2
qrb8u4,시즈,19,3.7
dmbd2m,최강용,31,4.5
1dg46ku,윤세준,1,5.0
19f06ot,지현,5,2.2
qtns66,블링블링,16,4.3
trjhke,맛집잘찾음,57,4.8
11194i3,Bigmama,113,3.4
musd6s,˙ᵕ˙,176,3.7
1h2hp24,안진웅,4,3.5
vp3nqr,팩트만말함,30,1.6
mucnmo,먀,6,3.5
95qjkb,jjjj,89,3.8
10hd2ei,빵조와,36,3.7
1cru7gk,두부리뷰인,248,4.0
1bbrms9,박준하,1,5.0
1b7s36f,이남훈,5,1.8
1b0g9bo,양수연,1,5.0
1akalnd,균,1,5.0
14frt8u,현동,1,5.0
196pqup,애오애옹,4,4.0
1ateeqr,Berg,1,5.0
1astbkr,김석진,1,5.0
1a7snp5,준,1,5.0
19qcit8,진택,1,5.0
14lt0vn,콩만이,1,5.0
199guoh,김민아,1,5.0
1986t46,왕득춘,1,5.0
197ibun,선영,1,5.0
195s8tp,박다원,1,5.0
194b3a1,김기헌,2,5.0
193me84,초정탄산수,2,5.0
1050sfr,정희영,3,4.7
18trogg,😗,1,5.0
18sru3q,홍,1,5.0
18palav,우너주,3,5.0
149a9ot,치킨먹자,6,5.0
1591dhc,비이이,2,3.0
13lqc02,.,11,2.4
nb8qgd,GURI,52,3.5
n0253o,미식가,13,2.2
1blfb6e,상오드리,47,4.2
kaq5a9,너랑가면다별다섯개,86,3.8
ak4fvn,e9,137,4.5
vlv16d,풀내음,129,4.0
mtgmjc,율곡,31,4.4
kongn2,맛있는것만먹을래,85,3.3
sdrosi,웬만하면 평화주의자,179,4.0
1c6sfdu,맘,126,3.3
141pll7,은경,21,4.5
n0frme,김먹짱,21,3.7
ge3a1t,🎰,50,3.3
mufmti,Rachelle,54,4.7
slkfh1,BBKK,15,1.6
dtar37,.,27,4.2
16vpjvi,쭌시,4,5.0
bgknhu,🙏🏻,51,4.9
14phh4h,ㅎㅇ,45,3.8
7le55p,.,14,4.6
tggup5,.,32,4.0
qqvt9n,무무,104,3.7
17u4dpe,맛있으면왈왈짖는개,109,4.5
k8ubbg,duos,27,3.8
eb4bsr,모모,3,5.0
1d8omfe,욤,23,4.0
cgctto,李旼靜,73,5.0
f6npuu,이땅씨,46,4.0
nrs18r,이승호,30,4.1
186rcej,냥냥펀치,31,4.3
cqdtkf,박현진,9,2.0
qpap4r,토리,3,2.7
17bdvk5,냠냠,8,3.1
1fd75bp,108,56,3.9
r61kt6,맛있는데만가고싶다,59,4.1
17av6li,끼햐,19,3.6
21126ao,상화,4,3.0
ee4ice,참새,175,3.3
l4sb6l,할리갈리스커피,60,4.4
n87abp,56565,5,3.6
v8rekq,MJ,34,2.8
15i98vb,카투,38,4.9
l6gk8q,냠냠,30,3.7
mv59st,양귀비,3,5.0
1f4qslc,.,5,4.2
fs71f9,용인역,50,4.4
16v3s7q,미슐랭😛,3,3.0
177c1mv,Mylast,14,4.4
ecr0qu,햇살,8,2.5
s7hm4c,안녕,42,4.3
bvbvmq,gilb,19,2.9
7o2bjn,freeso,56,3.0
mg100b,흥칫,45,2.2
rb2md6,M,9,3.2
f18lq3,YYB,14,3.6
913fv9,bada,275,4.3
11u9t6h,HI,15,4.0
fp1fk9,MW,2,3.0
maufbl,orderdog,49,4.3
m27qr6,.,6,4.7
trf4t4,오인탁,1,5.0
bqgv3j,나그네,190,3.9
lburcs,☔,6,2.3
vt3joj,으휴,58,3.5
v8i7nl,라라,17,2.9
15nebvj,그린,13,3.2
e6uabf,잉가,62,3.5
1fckfip,주연,4,5.0
1a0d7ij,내일,26,4.5
agsaso,뭉크,4,3.0
o0abda,노넴,23,3.8
1g5q9ti,드림,9,4.1
18vedq4,ㅇㅇ,11,3.1
qrko8m,nuga,9,4.6
e942v7,로켓,8,4.9
mv01ig,이민규,11,3.9
vkdhi7,엉만두,10,4.6
n00oeo,수수,51,3.8
1bk6m1j,jinja,2,3.0
mujolm,노루,73,4.4
22sp5br,우형&희연(마리아),1,5.0
rq31da,z_z,13,2.9
17qru89,멋진유,18,3.7
13lro7e,쩨니,309,4.4
n3pu7r,한동우,31,3.2
ber9he,Ted,1,2.0
1736jll,단비내리는날,12,3.7
135j366,세리,54,3.7
1mgkuu3,냠냠 :-P,69,4.3
168ujdo,안세진 Phillip Ahn,51,2.9
nige34,kkj,11,2.1
19qq5u1,나,46,4.0
o0o90i,ru,29,3.1
1g6ll84,메에롱,3,3.7
19q4egc,💛,215,3.6
7ruldv,뭘봐,4,3.0
93tu39,방문자,11,4.1
1iq2kvg,기복,10,3.6
237ah51,ㅇㅅㅇ,2,1.0
m840p3,혜성,1,1.0
142vict,.,4,1.8
fo6e0p,SooHyun Park,9,3.9
1guae0j,SEOYEON LEE,82,3.9
ejvv52,12338473,64,3.4
182ftfp,ㅁㅂ,2,1.0
1d0r6kn,임주,2,3.0
1elcj82,장지우,1,4.0
11lqgk0,정준현,1,1.0
ldpc4m,🐯,154,3.5
1b3pcn8,gam byul sa,55,2.5
19dgnuu,윤승원,1,4.0
12e87rl,ㅎ,54,3.8
17uq9f9,루루,10,2.1
1dgi4c4,김대훈,3,1.0
1l5nj57,악어,2,5.0
sd78l0,달다래,18,3.9
110oinc,ㄷㄷ,35,3.7
19rqsqk,김지니,29,4.4
lmsmsa,moop,52,3.9
1k6qeie,지또먹,2,3.0
ab4tv4,헤이지니,84,3.6
130gb0n,거짓없는리뷰,301,3.5
1d1bj9b,qwert,39,3.3
16kkp47,mj,11,2.9
k0i7l9,진심,18,4.2
rlnkh0,와우,53,2.5
11mrftq,사실 그대로,47,2.8
193j76f,4,55,4.1
17sqgri,걱정없는프로도,7,4.9
kqgptq,",,!",5,4.2
19uq2ik,음,24,3.3
116mpa1,😶,3,2.3
fljouh,달콤너구리,18,2.7
1bvhufr,성균,1,1.0
uir3qc,지원,3,1.0
13ggnh2,공상원,8,3.9
1rovvm8,.,81,3.9
1vf978o,뚠두,15,3.3
nqifm7,캔터키,46,3.7
1ef6kfh,이정훈,2,3.0
1ncgd3t,이혜리,2,3.0
d2r9cd,Sunrise,8,3.0
efdj7r,리뷰봇,27,1.7
l0i7g5,ㄹㄹ,6,1.7
n09gtq,요로쿵,6,3.8
19iar47,ktszi,135,4.4
fl2sqm,밍봉이,13,4.4
12vvigs,lilly,8,3.8
muufp3,space Lizz,15,4.7
1b8rrpe,김태우,1,1.0
e4vnvt,후후하하,1,1.0
18fo6u1,리뷰어,21,3.0
12sbdhf,bbbb,135,3.3
12fag09,kki,42,3.8
lenfkg,니니,18,2.9
qmi67f,맛없는데 비싸면 맞아야해,13,3.2
n7qiid,우미,69,4.9
1j0p8so,동동이,5,2.0
19526hm,KSJ,1,5.0
bcqs2l,choi,18,3.2
b76hlh,Lyndon,22,3.0
qi053i,참새,31,3.9
e4sa2q,으뜸,69,3.9
