0,1,2,3
643,2551,4,아메리카노 오후 3시 연 다 작업 하기에 쏘 쏘 사장 친절한 스타일 아님
540,1623,3,친절하지만 사람 너무 많아요 바빠서 그런지 맛 별루 ㅜㅜ
499,231,3,너무 뭐 잘 모르겠다
214,18,3,spot on Coffee was soso rooftop was good i Go 인스타 핫플 커피 편이 놉 그냥 루프 탑 칠 링 하기 좋았다 공간 그 이상 하도 아님 넓은 카페 좋아하고 커피 있어서 입맛 않다면 더 보기
469,1631,5,커피 아인 슈페 너 너무 맛있어요 근데 노래 카페 분위기 안 아쉬워요 ㅠㅠ
24,192,5,딸기 라떼 아주 맛있습니다
281,804,4,주말 카공 하기 좋음
184,1009,4,크로 플 맛있어요 다 달아요 커피 맛 괜찮고 테라스 의자 많고 친절하고 노 키즈
261,1281,5,디저트 맛있어용
124,734,5,커피 고소하니 맛있어요
741,2230,4,
459,2025,5,연어 샐러드 항상 맛있어요 연어 샌드위치 맛있지만 연어 샐러드 더 맛있어요 흔 치 않은 샐러드 구성 소스 너무 잘 어울려요
139,718,4,
285,255,4,크로 플 맛있다
97,238,1,남자 알바 이미 많이 언급 됐네요 진짜 불친절해서 기분 침 ㅋㅋ 사장 얼굴 알 엄청 오는 집 약간 고민 하게 됨
166,942,2,아주 정모 엄청 시끄러 움 ㅠ
208,1124,1,재 방문 했는데 너무 실망 인테리어 예쁜데 자리 너무 불편 스무디 냄새 나고 컵 빙수 먹다 남겼어요 아이스크림 집 나오는 아이스크림 못 맛 얼음 노맛 팥 더 언 밸런스 인절미 맛 빵 흠 그냥 저 더 보기
510,1729,1,커피 2 장 레시피 아니라 밑 가라 앉은 시럽 뭔가 궁금해서 물어봤는데 아줌마 퉁 이 것 저 것 말 했음 딱 봐도 바닐라 빈 넣은 바닐라 시럽 뭔 마냥 레시피 것 아니고 라떼 이름 보고 누가 어떤 맛 상상 합 마시기 전 맛 음미 하지 감성 값 하기엔 너무 비싸고 서비스 태도 점수 다 더 보기
169,950,5,카페 쾌적하고 직원 친절하세요
647,765,2,방음 잘 안 되서 많이 좀 엄청 나쁜 건 아니지만 굳이 다시 가진 않을듯
741,1256,3,
468,167,4,옛날 주택 느낌 살린 따뜻한 인테리어 조용한 분위기 커피 괜찮은 곳 규모 비해 실내 좌석 많지 않은 편이 아쉽 16 더 보기
42,296,5,깔 끔
524,434,5,비건 케이크 다 먹어 봤는데 맛있어요 국내 로 푸드 케이크 하는 집 없어져서 아쉬웠는데 갈 만 곳 입니다 옆 있어서 분위기 좋음 푸드 컨셉 다 귀여워요 ㅋㅋ
143,833,4,스벅 밀도 때 여기 나쁘지 않다 낫 배드 인테리어 나쁘지 같고 음료 나쁘지 않은 것 같음
452,1903,2,와이파이 많은데 기만 제대로 잘 안 터짐 ㅠ 그거 빼고는 괜찮습니다 근데 와이파이 ㅠ
138,807,1,알바 너무 미숙 해요 레시피 못 계속 왔다 보고 해서 너무 오래 걸려요 그리고 레시피 보면서 제대로 다 하
734,693,5,존맛 탱 와플 놓고 젤라또 그냥 쫀득 한 느낌 없음
434,1973,3,사람 많다는 거 빼곤 자리 괜찮고 화장실 깨끗하고 넓어서 좋아요 여름 에어컨 강하게 거 생각 너무 안 입고 오는 거 추천 합니다 코로나 이후 2 층 문 막아 놔서 화장실 가기
350,856,1,조금 나이 있어 보이는 여자 분 정말 싸가지 없음 처음 끝 끼는 건 뭔가 싶네요 정말 최고 대응 이었습니다
766,1021,5,친절 친절 다만 소파 의자 앉으면 목 허리 남 ㅋㅋㅋㅋㅋㅋㅋ
555,1359,5,와플 짱 맛있습니다
372,255,5,크로 플 대박 짱짱
730,2672,5,단발 여자 직원 너무 너무 친절해요 평일 저녁 영업 시간 6시 50분 음료 맛있음 마 다른 데 훨 시끄러운 느낌 ㅜ
125,740,5,맛있습니다
358,1692,1,남자 사장 다른 카페 법 안 본인 미접 종자 1 인 거부 커피 한 모금 못 그 자리 두고 나옴 본사 미접 종자 1 인 이용 하 심 잘 알 지 염
717,1988,4,
147,301,2,대형 차 이즈 카페 사실 맛 특별하지 않고 가격 비싼 편 직원 터치 없이 다른 일 집중 하기는 좋음 응대 친절한 편 아님
603,568,3,수플레 가격 원래 다 비싸고 오래 그래도 맛 있어요 음료 양도 세 모금 마시니까 끝 샹 그 리아 뱅쇼 다른데 시나몬 왜 이렇게 진하게 모르겠어요 더 보기
777,933,4,
209,7,4,21년 방문 웨이 팅 시스템 조금 불편하지만 맛 괜찮았고 특히 시즌 밤 너무 예뻐요
79,179,4,커피 산미 못 해 거의 맛 맛 되게 맛 없는 건지 호불호 갈릴 맛 모르겠어요 오틀리 맛 차는 적당히 달달 하니 맛있었어요 개인 자리 많이 안 불편하고 좋았어요 더 보기
501,2150,2,
539,2303,5,너무 친절해서 기분 곳 라떼 고소
148,855,2,
440,1986,5,넓
644,143,3,글루텐 프리 건 좋은데 이 시국 빵 다 이렇게 배치 홍대 원조 가게 몇 종류 거기 디자인 사람 진짜 너무 많고 환기 잘 안됨 밖 담배 냄새 계속 들어옴 내부 공사 어떻게 한 건 사람 말 하는 소리 울림 굳이 줄 서서 기다릴 맛 아님 맛 나쁘지 않은 정도 더 보기
801,446,3,공간 예뻐서 사진 찍기 좋음 빵 대 땅 맛있는데 라떼 꽃향 개인 루 불호 ㅠ 아쉽
642,797,3,스타벅스 비쌈 커피 무난 무난
783,710,3,카페 넓어서 쾌적한 기분 화장실 깨끗해요 음료 그냥 그래요 마들렌 평범합니다 아마 디저트 류 냉동 구워서 주는 듯 합니다 편히 있기는 좋았습니다
496,2130,5,선택 가 많고 토핑 많고 친절하시고 아주 좋다
615,1478,5,매력 있는 곳
717,35,3,스타벅스 이름 값 하는 딱 그 정도 매장 입니다
710,2545,5,바리스타 운영 하는 곳 입니다 커피 맛 좋고 저렴하고 내부 넓고 쾌적해요
46,316,5,여자 직원 너무 친절하시고 루프 탑 좋은 음악
238,300,5,친절한 직원 인해 느낍니다
305,1456,5,선한 영향력 가게
525,1605,5,카페라떼 앙 버터 베이글 등등 가격 좋고 맛있어요 직원 친절해요 외국 카페 주문 하면 이름 줍니다
407,574,4,
522,2247,4,커피 디저트
305,1454,5,선한 영향력 가게
348,278,4,빙수 맛있고 위치 좋음
295,352,3,저 왜 에그 타르트 실망 맛있긴 더 싸고 더 맛있는 많이 있을 딸기 관련 디저트 꽤 괜찮음 실내 인테리어 꽤 예쁜데 저 맛 사람 점수 안 했습니다
712,1795,5,도심 거리 먼 느낌 인테리어 랄 까 분위기 넘 좋아용 수박 이드 한 방 더위 버리고
400,1870,2,와 여직원 케 ㅋㅋㅋ 대화 일단 일 방향 바코드 집어 ㅋㅋㅋㅋ
4,42,4,솔직히 깔 게 없는 곳 더 많은 맛집 정보 구독 더 보기
162,83,2,긴한데 맛 잘 모르겠어요
54,363,4,가성 비 혜자 브런치 아보카도 위 계란 안 어울려요 완벽할듯
112,687,5,사 장님 엄청 욥 달콤 페스 츄리 바삭 안 혜자 혜자 했어용
224,255,4,크로 플 짱 맛 탱
782,942,3,사람 많아서 시끄러 움
336,1609,5,당근 페 베이글 정말 맛있었어요 내부 분위기 좋고 엄청 친절하신 사장 자주 갈게요
602,1811,4,아주머니 친절하세요 동네 주민 편하게 카페인 것 같아요
176,979,4,
138,809,5,아이스크림 우유 맛 짱 콜드 브루 디카 페인 넘 마시
214,1149,2,원두 종류 다양하고 핸드 드립 엄청 맛있다는 후기 많이 봐서 엄청 기대하고 갔는데 기대 이 물론 커피 맛있었지만 단발머리 여자 바리스타 응대 너무 위치 역 꽤 있어서 일부러 음 실망 그렇다고 내부 엄청 사진 맛집 아닌듯 재 방문 의사 X 더 보기
488,1050,5,공간 디자인 정말 멋집니다 디저트 품절 넘 아쉬웠지만 또 갈게요
307,1465,4,매장 넓고 직원 친절하셨어요 근데 음료 좀 ㅠㅠ
651,178,5,정말 맛있어요 또한 재즈 음악 맛집 함 몸 두기 힘들 정도 선곡 완벽
571,2380,5,깔끔하고 분위기 좋네요 파운드 케이크 아주 맛있어요
608,11,4,마시 염
267,1300,5,맛있고 분위기 괜찮고 깔끔해요
697,2651,4,다크 쇼콜라 롤
549,762,1,평일 여자 직원 여드름 크게 이었는데 너무 불친절 하시네요 ㅠ
184,1004,4,일 하시는 분 친절해요 매장 작 와이파이 잘 되고 여기 장사 잘 되네요 테이크아웃 배달 줄 있어요 얼음 많아서 음료 커 보이 막상 먹으면 금방 음료 양 더 보기
367,1747,5,오픈 시간 못 물어봤는데 아침 8시 문 여 고요 저녁 일찍 같아요 8시 직원 친절함
160,913,5,어우 맘 에드 커피 맛있고 카페 디자인 취저 에스프레소 맛 밀도 낮아서 약간 아쉽긴 그거 빼곤 다 괜찮은 편
427,57,3,콜드 브루 8 5 생각 분위기 막 좋진 않고 시끄럽다
37,269,5,요거트 아이스크림 살짝 달 그래도 맛있어용 아늑한 카페 느낌 이구 직원 매우 매우 친절하셔서 5 점
686,314,3,라면 다 좋아요
466,1981,4,커피 맛있어요 근데 디저트 더 더욱 맛있습니다 공간 넓고 작업 하기 좋은 공간 이었어요
522,790,4,카공 하기 좋은 곳
350,1665,4,
533,53,4,커피 빵 아주 맛있고 분위기 좋지만 자리 좀 불편하고 와이파이 안 나와서 일 할 수 있는 장소 아니에요 ㅋㅋ
578,138,4,팥빙수 먹을 수 있어서 좋아요
295,808,4,음료 종류 마셔 봐서 디저트 모르겠는데 티 종류 맛있는 게 많음 특히 ㅠㅠ 프랜차이즈 선 리뷰 안 남기는데 강 씁니다
231,11,5,자리 잘 없는 편
159,6,5,맛있어
161,918,2,
114,442,5,발길 대로 걷다가 우연히 발견 들린 곳 너무 좋았습니다 커피 너무 맛있었고 위 탁 트이고 형태 에어컨 바람 솔솔 불 시원하게 잘 머물다 갔어요 또 방문 할 거
616,217,3,난합니데이
674,1725,5,1 연대 교수 들 로 되는 이 옆 토론 하는데 그런 대화 딱 어울리는 분위기 들어서 2 연 대 생 많은 듯 느껴졌음 3 옛날 느낄 수 있음 4 그리고 커피 형 친절 그 형 땜 또 가고 5 화장실 깔 끔 다만 커 주문 할 때 음미 할 때 조금 어려울 수도 내 그랬음 그냥 평범한 맛 더 보기
592,1073,5,사장 진짜 친절하세요 근데 체리 이드 실망
457,2021,5,친절하시고 기계 귯
581,1034,1,살다 사장 왕 황제 곳 처음 봄
720,169,4,자리 불편해서 1 점 커피 맛 5 점 산미 있는 커피 좋아하면 무조건 좋아할듯
195,814,3,여 올리브 푸 꼭 먹어 야한다 엄청난 크기 올리브 푸 만세 이렇게 올리브 가득 깜짝 굳으면 빨리 한다
278,1340,5,날 가면 감성 자극 제대로
538,266,1,친절하고 인테리어 예쁜데 들어가자마자 화장실 냄새 같은게 ㅠㅠㅠ
790,292,2,빈티 추구 하는 카페 빈티 소품 하는데 청소 상태 빈티 했던 그렇다고 맛 연남동 특별하지 않았던 곳
403,1061,3,카페 베이커리 류 모두 맛있으나 카페 조금 협소하 그 나름 감성 있는데 나 잘 안 맞는 것 같다
308,1467,5,재 방문 했는데 엄청 친절하시고 음료 양 많고 맛있어요 다만 매장 추운 편 ㅎㅎ
135,799,5,있는 줄 자리 꽤 넓고 좋아요 음료 맛있어요 ㅎㅎ
374,1764,5,여기 마곡 제일 같아요 인테리어 보통 감각 아니고 커피 우유 정말 맛있어요 계속 같아요 번창 하세요
630,2520,5,
93,600,5,아이스크림 크로 플 5/5 크림 드 쇼콜라 4.5 5 아이스 아메리카노 3.5 5 아이스크림 크로 플 이 정말 맛있었습니다 이 거 하나 때문 재 방문 의사 만 땅 입니다 크로 플 과 꾸 덕 브라운 치즈 달콤 고소 바닐라 아이스크림 조합 최고 였습니다 크림 드 쇼콜라 크림 초콜렛 토핑 달콤 가득 이었지만 생각 전체 달 않고 약간 쌉싸름한 맛 쇼콜라 좋았습니다 아아 고소한 원두 기준 매장 인테리어 모던 깔끔해서 마음 들었습니다 5/5 더 보기
553,1021,5,친절해요
756,785,5,배민 종종 주문 하는데 직원 다 맛있어 해
60,306,1,직원 불친절 화장실 관리 너무 몇 왔을 때 그대로 임 직원 때 나갈 때 매번 인사 무시 친절 어떤게 건지 ㅋ 두 번 오면 많이 왔다 다시는 안감 더 보기
315,107,5,오픈 축하 드립니다
716,2248,5,
238,1207,3,커피 맛 친절 도 느꼈다 공간 했던 것 콜로니 풍 레트로 스페이스
538,1986,5,강남역 이런 카페 너무 넓고 쾌적하고 조용해요 최고
743,397,3,산미 있는 커피 좋아하시는 분 추천 그러나 커피 너무 늦게 3 점 드립니다 저 없었고 아이스 아메리카노 였는데 뽑고 하시는데 안 추출 5분 넘게 하시는
425,1941,1,여자 알바생 싸가지 없음 그럴거면 알바 하지 마세요 집 발 닦고 자 그런 정신 알바 왜 함 몇 천원 짜리 손님 니 인사 너 뭐 하세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 기본 예의 청결 위생 없음
355,996,5,학교 앞 스타벅스 이 거 못 막습니다
270,912,4,공간 자리 원두 다양하게 있어 좋습니다
424,1461,5,아메리카노 바디 감 약간 쓴맛 약간 아쉽지만 바닐라 라떼 역시 괜찮고 스콘 생각 가벼운 식감 좋은 풍 생크림 스콘 커피 바 꽤 많이 노출 되어있고 직원 되어있음 보통 직원 떠들면 불편한 곳 많은데 여긴 뭔가 인간 따듯 한 느낌 주문 남자 이미 기분 좋게 해주셨다 더 보기
234,42,4,공간 엄청 넓어서 쾌적하고 좋아요 ㅎㅎ 자몽 이드 존맛
514,2203,5,매장 깔끔하고 직원 친절해서 좋았어요 음식 음료 전부 짱 맛 여름 자주 가게 될 것 같아요 2 인 3시간 먹 세트 떡볶이 돈까스 감자 튀김 라지 청포도 이드 피치 거 라떼 총 합계 금액 #협찬 #권꽁치 #꽁치그라피 #꽁치필름 #잠실새내놀거리 #잠실새내이색데이트 #벌툰잠실새내점 더 보기
392,125,3,
372,1760,5,카페 좋은 향 ㅋㅋㅋ 맛있구 분위기 좋아요
764,933,1,서울 자몽 빙수 파는 곳 거의 없어져서 일부러 자몽 상태 좋지 않았습니다 정말 신맛 쓴맛 먹다가 정도 였어요 살면서 빙수 남겨 처음 입니다 매니저 자몽 오늘 드셔 여쭤 봤는데 자몽 체크 하시고 별 다른 말씀 21000원 하는 빙수 그리고 자몽 빙수 모양 때문 모르겠으나 꽃 모양 올려진 자몽 밑 조각 조각 자몽 계속 그건 뭔가 모양 내 려고 신건 자몽 넣으신 건가 싶어 저 다시 갈 일 없을 것 같아요 더 보기
526,582,5,인테리어 예쁘고 음료 맛있음 가격 아메리카노 3500원 나쁘지 않음 가장 좋은 건 배기 흔 치 않은 깔끔한 자체 화장실 했다는것 오픈 시간 평일 10시 주말 11시 다소 것 단점
741,1586,3,
482,318,3,
594,2171,5,날 좋은 날 가면 정말 카페
407,554,4,
208,432,5,웬만한 곳 케이크 맛 괜찮습니다 개인 말차 크림 브라우니 애플 크 럼블 오레오 치즈케이크 신 메뉴인 것 같은데 치즈 좀 견과류 향 좀 더 고소한 헤이즐넛 좋을 것 같음 문 열어 놔서 그런지 벌레 시급합니다 ㅠㅠ 더 보기
509,690,2,라떼 ㅜㅜ 커피 맛 별 루
506,2149,5,커피 저렴하고 맛있는데 스콘 대박 요
24,188,3,No no no 아 컨셉 반 먹고 들어가는 로빈 오늘 먹어 본 새우 크림 파스타 대충 비슷한 이름 단호박 피자 맛 진해서 뭐 뭐 잘 ㅋㅋㅋ 하하 하하 맛 좋았다 다음 번 좀 깔끔한 걸 시켜 봐야겠다
417,169,5,식사 전 늦은 시간 방문 해서 커피 마시고 나와서 아쉽네요 다음 기회 꼭 또 방문 싶은 드립커피 맛집 입니다
178,79,4,라떼
103,647,5,가격 좀 있으나 딸기 크로와상 맛있어서 납득 가는 집 빵 커피 둘 다 맛있었어요 사람 많아요 ㅠㅠ
449,1272,1,직원 펄 엄청 맛없게 다른 지점 엄청 별로 별로 ㅡㅡ
407,1256,5,좋아요
615,290,5,치케 최고
647,171,2,다른 지점 비해 얼음 양도 과 하게 많고 별로
239,1214,3,쏘 쏘
723,2693,5,친절합니다 크림 라떼 5천원 맛있습니다
319,1510,5,카페 일단
320,202,4,
803,575,5,존맛 탱 가끔 양파 하실 때 눈 맵 맛있어요
698,607,3,엄청 시끄럽고 복작복작 하고 메뉴 누락 있었는데 사과 없었어요 그거 빼곤 괜찮네요
483,996,1,최악
109,673,5,좋아요
796,1637,1,커피 맛 이렇게 있는거구나 뭐
457,2022,1,봄 문 ㅜ
87,231,5,요새 서울 꾸 덕 크림 아인 슈패너 사람 정말 많아 앉아 힘들다
444,81,5,앉아서 음료 마시기 조금 불편하지만 고양이 그림 전시 좋았어요
196,545,3,커피 굿 와플 예쁜데 솔직히 맛 없어요
471,775,5,성북동 투어 하다 우연히 간 곳 언덕 위 포근한 분위기 넘 좋고 커피 맛 나고 받은 느낌
544,409,4,오랜 만 갔는데 커피 더 같아서 맘 들어요 다만 바닐라 라떼 시켰는데 저 먹었는데 하나 져서 결국 시럽 바닥 다 있고 의자 딱딱하고 불편하고 편히 길이 아니어서 길이 대비 불편했네요
162,549,2,커피 음료 맛 직원 불친절해서 일단 재 방문 의사 없고 2 층 좁은데 다가 조금 이야기 해도 엄청 울리고 시끄러운 구조 정신 없음
127,748,5,대 존맛 한번 3 개도 쌉 가능
559,106,5,제로 페이 가능 종류 별로 다 아니지만 먹어 한해 재 방문 하고 싶은 맛
240,1220,5,맛있어용
452,836,4,친절하고 좋아요 근데 카 공 족 많아서 자리 차지 하기 힘듦
270,1061,5,카페 생각 엄청 커요 그리고 빵 엄청 맛있습니다 소금 빵 특히 강 추합니다
452,2014,5,매장 깔끔함 직원 넘 친절 햇 염 다만 아쉬운건 케이크 종류 생각 않음
361,1719,3,딱 가격 정도 맛 아이스 아메리카노 라지 사이즈 업그레이드 했는데 샷 하나 들어가는 느낌 느낌 잘 모르겠지만 많이
658,88,5,케이크 포장 했는데 너무 친절 핫 카페 분위기 너무 좋아요 그런데 밑 보면 아무 표시 안나 문 하지만 들어가면 사람 가득 음악 느낌 좋아요
142,397,4,명성 안 맞는 협소 내부 하지만 원두 사면 커피 무료 주는 건 신 박 듯 하다 굿
343,1640,5,
657,2003,4,편안한 공간 좋았습니다 다만 화장실 가지 마세요 절대
799,2734,5,나 알 싶은 공부 맛집 3 동의 공부 흐름 곳 조용하고 쾌적해요
186,1021,4,굿굿
184,1015,3,무난 해요
78,519,4,분위기 좋고 카페
89,576,4,음료 맛있다 커피 못 먹어서 다른 거 먹어 봤는데 꽃 차도 있고 특이함 만족 ㅋ 친절 하다 화장실 깨끗 굿 분위기 살짝 어 두운 톤 아주 매우 만족 노래 노래 좀 크고 매장 분위기 안 어울려요 선곡 해주세요 동네 이런 분위기 카페 있어 넘 좋아요 더 보기
81,531,5,청포도 이드 걍 맛있음
559,1792,5,처음 갔는데 여기 앙 버터 빵 맛있어서 또 안 치즈 단 팥 앙금 조화 존맛 가격 4천원
71,477,4,마카롱 가격 좀 있지만 한번 가볼 만하
296,1409,5,
313,1000,5,항상 탐앤탐스 서울 구점 새벽 자주 가서 공부 하기 딱이에요
117,706,1,다른 지점 달리 적립 안 해줘서 불편했어요
130,763,5,계절 방문 싶은 곳
331,872,5,
439,167,5,산미 있는 원두 아메리카노 아주 맛있습니다 필터 커피 줄 알았네요 ㅎㅎ 디저트 괜찮고 무엇 공간 음악 좋아요 고 즈 넉 분위기 발걸음 가는 곳
52,353,3,투썸 약간 별로 위치 약간 그런지 근처 다른 카페 비 해서 자리 아예 없는 상황 잘 없어서 않아서 가끔 옴 공부 일 하러 오기 시끄럽고 그냥 놀러 오기 갠 춘 할듯 더 보기
276,390,5,우리 것 소중한 것 입니다
734,11,4,괜찮음
605,1785,3,분위기 좋고 무난 무난 맛
39,275,5,리 모델링 신건 인테리어 완전히 사 장님 친절하셔서 좋아요
680,2618,5,사러가서 스벅 한잔 좋네요
288,606,5,커피 맛있어요 딸기 라떼 크림 더치 ㅋㅋ 티라미슈 바스크 맛있었어요 없었으면 ㅋㅋ
17,133,4,아지트 공부 하는 많지만 ㅋㅋㅋㅋ 난 하지 않고 ㅋㅋㅋ 그냥 멍 때리기
630,732,3,
673,170,5,인스타 느낌 카페 도 커피 맛있음 카페라떼 핫 굿
166,453,3,좋은데 라떼 정말 최악 노맛 밥 임 ㅡㅡ
152,551,3,좋아요
741,1237,3,
32,246,4,노랑 노랑 분위기 귀여워서 좋아용 아이스크림 상콤 한 데 상콤 한 거 좋아하면
272,1243,5,맛 좋 습 니당
407,1075,5,사장 친절하셔요 커피 좋고 공간 좋네요
557,2343,5,
544,1020,3,알바 혼자 그런지 모르겠는데 가게 안이 전체 먼지 좀 보이 주는 쟁반 그릇 위생 않아 보임
667,475,3,맛있어요 사람
520,87,3,인왕산 뷰 진심 감동 입니다 ㅎ
359,335,5,
657,2426,1,보니 여기저기 다 노후 되어서 아쉬웠어요 지하 그 런가 공기 안좋고 미니 테이블 한 닦았는지 개 더러워서 깜놀 함 쿠션 같은거 덴 돈 청소 깔끔하게 아닌지
746,670,5,샌드위치 종류 많아 좋아요
167,944,4,맛있긴 맛있는데 넘 작고 비싸요 그리고 금방 솔드아웃 되서 뭐 맘 잡고 오픈 시간 웨이 팅 ㅠㅠ 가끔 생각날 때 오는 가게 입니다
243,1229,5,얼그레이 갸또 정말 맛있어요 퍽퍽 않아서 좋아요
791,2828,5,크로 플 블루베리 쉐이크 주문 했습니다 지게 맛있네요 크로 플 은 겉 바삭 속 쫀득 하면서 꿀 초코 시럽 있어 바닐라 아이스크림 함께 먹으니 꿀맛 이었습니다 너무 맛있어서 순식간 먹어 버렸어요 블루베리 쉐이크 곱 블루베리 있었는데 이름 값 합니다 재료 본연 맛 강하게 느껴져 맛있게 먹었습니다 친절한 사장 덕분 즐겁게 머물다 갑니다 더 보기
459,712,5,여직원 넘 친절하셔서 감사해요
573,235,4,흔 치 않은 뷰 카페 커피 맛 좋음 테이블 간격 좁아 편
4,40,3,예쁜 곳 역시 너무 커피 가격 조금 r
707,606,4,
111,293,4,푸딩 겉 이 속 부드러워서 맛남 카페 분위기 테이블 생각 많음 직접 메뉴 자리 좋음 커피 진하고 맛있음 근데 와이파이 사용 못 하게 아쉬움 더 보기
305,1457,5,선한 영향력 가게
394,453,2,커피 별로 뷰 좋음 본인 드리퍼 레시피 하는데 정작 매장 침 식 씀
410,1544,5,
208,224,4,맛 3 점 주 려고 했는데 크로 플 맛있어서 4 점 드려요 근데 분위기 분위 너무 시끄러 움 공간 자체 거기 대고 음악 안 시끄러울 수가 있나 ㅋㅋㅋ
160,568,3,뭐 리뷰 그냥 예쁜 노맛 카페 입니다 커피 마시고 샹 그 리아 그나마 먹을만 한 편입 니
514,2211,5,#내돈내산 #내돈내먹 커피 포장 하러 들렀는데 일단 커피 가격 정말 미쳐 물가 속 혜자 가게 잉 go 전문 입니다 직원 친절해서 좋았어요 15 수 Hot 아메리카노 2 잔 Ice 아메리카노 2 잔 4 잔 총 합계 #권꽁치 #꽁치필름 #북촌가성비카페 #친절한카페 더 보기
203,1091,2,가격 대비 커피 맛 영 직장인 많아 어쩔 혼잡함
602,1140,5,너무 좋은 곳
178,760,5,맛있고 다양한 커피
343,1633,5,라떼 맛집
203,1073,4,편안한 공간 제공 하지만 아메리카노 맛 산미 편 속 해 아쉽다
274,85,5,공간 정말 예뻐요 사장 카페 구석구석 모든 걸 신경 느껴집니다 대화 하기도 책 좋은 카페
434,1665,4,콘센트 자리 별로 없지만 자리 잘 두고 열어 놔서 환기 잘 됩니다 화장실 깨끗한 편입 니
598,978,3,
459,1969,5,친절해요
774,2180,2,분위기 커피 맛 괜찮은데 3 층 남자 화장실 관리 전혀 안 되어 있음
136,473,5,루프 탑 완전 뷰 맛집 크로 플 도 엄청 맛있다 케이크 쏘 쏘
511,363,2,좋고 분위기 나쁘지 않지만 아보카도 토스트 아닌 계란 올려진 것 아쉽네요 커피 그냥 저 전체 건강한 브런치 한 듯 더 보기
104,652,3,버터 프레첼 먹었는데 무난 무난 빵 다소 계속 먹게 됨
343,655,5,
244,1234,5,요즘 이 정도 하는 카페 흔 치 않은데 기대 없이 방문 해서 너무 좋았어요 고구마 치즈 케이크 진짜 리 존맛 고요 다른 케이크 맛있을 것 같아요 체인점 타 지점 케이크 종류 다양하고 훨씬 맛있어요 퀄리티 커피 평균 하고요 가격 저렴한 편 아니지만 건대 이 맛 좋은 것 같아요 1 2 층 루프 탑 있어서 넓고 쾌적해요 무엇 4 인 이상 테이블 많고 의자 편해서 좋았어요 감성 위생 편안함 카페 와중 기본 더욱 좋았네요 재 방문 의사 더 보기
552,2327,5,친절하시고 분위기 좋고 커피 맛 좋고
306,431,3,인테리어 깔끔하고 커피 보통
380,64,5,맛남 한개 엄청 큼 밥 돼지 아니면 한개 나눠
616,363,5,조용하고 좋아요 아인 슈페 너 크림 진짜 맛있어요
466,74,3,한번 가볼만 한 카페 다소 비싼 편이 사람 없을 때 가서 그런지 조용하고 경치 즐 기기 좋았어요
521,1027,3,그냥 그래요 맛 무난 가게 좁 은 아쉬워요
280,1347,5,바닐라 잘 먹었습니다
334,1589,5,라떼 부드럽고 원두 쓴 맛 나지 않고 고소해서 정말 맛있어요
22,175,5,사장 너무 친절하세요 커피 맛있어요 스모 최고 ㅜㅜ
438,392,5,아늑하고 따뜻한 분위기 좋더라구요 커피 맛있어요 베이커리 없어서 좀 아쉬웠어요 ㅠㅠ 그래도 자주 오고싶은 카페 입니다
141,325,3,갬 성 값 ㅠ
95,609,2,직원 대체로 친절한 편이 아니고 인사 X 자리 협소함 맛 보통 편
39,278,1,마스크 좀 하세요
323,155,5,2 3 층 운영 직원 너무 친절하 심 카공 하실거면 3 층 칸막이 자리 있어요
766,864,5,친절하고 자리 넓고 깨끗하고 좋아요 투썸 오랜 만 갔다가 불친절하고 더러워서 후회 다시 여기 오게 되네요
438,655,5,밖 내부 아늑한 예쁜 카페
62,420,1,굳이
346,1656,4,가격 쪼끔 있지만 맛있어용 자리 4 테이블 정도
342,527,1,재고 관리 안됨 시즌 음료 없을 때 있음 사이렌 맘데 취소 함 취소 이유 청소 그래 놓고 다시 주문 함 사과 없이 친절하지 않음
741,2730,4,
167,432,5,대 즐링 애플 크 럼블 존맛 탱 가게 작 분위기 좋아요 햇살 맛집 애플 크 럼블 혼자 먹기 좀 있어요 더 보기
760,1166,5,초코쿠키 버터 바 먹어 봤는데 짱 맛 초코쿠키 대박 짱 잉 두껍고 밀가루 맛 틈 없는 초코 맛 짱
33,249,1,이렇게 맛없는 커피 또 처음 요
733,1112,5,부근 가게 좀 무조건 들르는 카페 커피 맛 디저트 맛 정말 좋아요 ㅠㅠ 집 거리 있는게 함정
316,1061,4,대로 뒷골목 카페 있을 것 같지 않은 곳 지나다 창가 빵 보고 단맛 않고 버터 풍 미가 크로와상 앙 버터 산미 도 아이스 아메리카노 조합 그 만이
763,561,5,뷰 맛있을 일
5,45,1,여기 하면 바로 남는샷 줌
120,722,5,커피 너무 맛있구 디저트 호두 파이 먹었는데 둘다 존맛 이었어요 그리고 사장 친절하셔서 편하게 있다 갑니다 자주 찾아갈 것 같은 곳 욥
227,41,4,달달 한 거 안 좋아하는데 왜 이리 맛 모르겠어요
105,658,5,크로 플 너무 맛있어서 카페 공간 넓어서 조용하게 작업 하기도 좋고 앤 분위기 맘 들어요
566,2370,1,와 ㅡ 어디서 질 ㅡ 앞 메뉴 다가갔더니 줄 소리 대는 무 개념 머리 짧은 아줌마
502,2153,4,
359,1351,5,
602,620,5,진짜 커피 맛집 에스프레소 최고
292,1399,5,와 진짜 개맛 있음 클래식 샌드위치 마스 커피 강추 입니다
139,205,3,
432,167,4,아메리카노 초코 쿠키 3500 감성 조용한 공간 커피 쿠키 맛 좋았어요
